battery_id,cycle,chI,chV,chT,disI,disV,disT,BCt,SOH,RUL
B0005,35,0.7180096410432992,4.133543637569528,25.21405699109388,2.0122568970732284,3.567812537410805,31.238312106576327,1.80460990458052,97.20560906279803,133.0
B0005,36,0.7246270068785016,4.133058901141411,25.37970613689846,2.012536776998749,3.5702245541610393,31.71966404878312,1.7993770651972192,96.92374130950107,132.0
B0005,37,0.7115437245609868,4.135575778581082,25.13045154997712,2.0122796931295546,3.5692555970828743,31.454879440833913,1.7884432335370462,96.3347886703631,131.0
B0005,38,0.710466220791078,4.1363790525193505,24.933418443602342,2.0121862398303665,3.5668074181039975,31.301037991322836,1.7829230484252725,96.03744299218226,130.0
B0005,39,0.7041988879626413,4.137981397557372,24.818872196423296,2.012284463482986,3.5658330003378453,31.128419631540787,1.7730337158018288,95.50475246530083,129.0
B0005,40,0.7088732166862829,4.137045563493528,25.339038168965157,2.012735535150391,3.5633447831956637,31.372328720081764,1.773037755078937,95.50497004162604,128.0
B0005,41,0.7084107874272317,4.1369760386357015,25.749708623961634,2.0125747782114396,3.5664929337592155,31.90561373628523,1.7678721106662054,95.22672175646098,127.0
B0005,42,0.7084797426877748,4.1375196684794995,25.66828085205884,2.0125002611730145,3.5663467647321916,32.066365989100824,1.762315070409309,94.92739086983167,126.0
B0005,43,0.7074280764187004,4.138700698650386,25.23450547696084,2.0125508888646335,3.5644729044158607,31.691950220187852,1.7676172924938447,95.21299593373236,125.0
B0005,44,0.7050615115922719,4.138391578514448,25.059796201023985,2.012390574693922,3.563117585494254,31.553869938091232,1.762668359743147,94.9464208578551,124.0
B0005,45,0.7001456434535656,4.139876487870079,24.86558442030479,2.0122294906482634,3.5601691500916584,31.206953829385384,1.7517304870664143,94.35725054869609,123.0
B0005,46,0.6956200459390312,4.141062271557307,24.832256056025376,2.0125270901762597,3.559882470525512,31.119437146924867,1.7418496047960008,93.82501520146927,122.0
B0005,47,0.7106666104427447,4.140747952764851,25.432082691881565,2.0123448200092056,3.557751309439895,31.142324933103698,1.7360913511847138,93.51484592444021,121.0
B0005,48,0.7412359760297721,4.12667066925865,27.51437476377675,2.012327141661875,3.5696720044904935,34.16862750045242,1.7936240148573608,96.61385230754257,120.0
B0005,49,0.7333094801783457,4.130760649508076,26.81289280261357,2.012255603035247,3.572245052369028,33.26340881839396,1.7831890223273277,96.0517697201241,119.0
B0005,50,0.7267012697049611,4.133665676800386,26.12085678232645,2.012160379995677,3.5674729664329634,32.490926655174746,1.7673642076278957,95.19936347583842,118.0
B0005,51,0.7090442490564628,4.136778534638162,25.752924419651173,2.0120916564167795,3.5632249394949618,32.1004048849872,1.7570177850353066,94.64205172265513,117.0
B0005,52,0.7076130434359831,4.138155292083873,25.571730926322406,2.0121988894337948,3.561407000953217,31.80858483976316,1.7468706179837907,94.09547290193552,116.0
B0005,53,0.7031811456504413,4.138857089652019,25.809448856967563,2.0122972096944234,3.5591912120161266,31.85613244329429,1.7417172507457144,93.81788592880078,115.0
B0005,54,0.7004761377543615,4.13954704102952,25.756999368383998,2.0123765525408666,3.559467724666476,32.21433475979851,1.7364225056478186,93.53268361401416,114.0
B0005,55,0.6981315825496239,4.140704967424129,25.664198676040442,2.012368911784297,3.557234307073009,31.932414171547332,1.7263217239235826,92.98860334657101,113.0
B0005,56,0.688877137867121,4.142568828802165,25.528440882495136,2.0123233576050907,3.5563543254594276,31.806948347694444,1.7158065389330133,92.42220117908766,112.0
B0005,57,0.6821090555689886,4.143798980837514,25.4680799232645,2.0125078142477264,3.5542506750937575,31.719418757570278,1.710533351135192,92.1381600518121,111.0
B0005,58,0.68471922967536,4.143571435755096,25.97295608191979,2.0127830154757986,3.5537353305731267,31.94213732423374,1.706014499648521,91.89475137389714,110.0
B0005,59,0.6833734902735398,4.1442288479566125,25.91108963401027,2.0125688961709036,3.5543902891669417,32.28634852369665,1.7003110272642588,91.587532896664,109.0
B0005,60,0.6805878779585132,4.144952552301674,25.802368717041936,2.0124018530025216,3.551356777870709,32.11285434895031,1.6945798601797897,91.27882263985315,108.0
B0005,61,0.6695189886870015,4.146819668594088,25.670246844622245,2.0125222401041882,3.550914035105237,32.00508249494518,1.6849029086609286,90.75757205607076,107.0
B0005,62,0.6663400113908905,4.147969368043774,25.583171907451728,2.01252933040692,3.5498576171494456,31.82062970743914,1.6744741591159715,90.19582574806932,106.0
B0005,63,0.6676773537042587,4.147399463952831,26.052039500345817,2.012531009094297,3.5476810471996116,32.06640903758551,1.6745692479879102,90.20094772578231,105.0
B0005,64,0.6662744616416107,4.147684850469965,26.017410092478084,2.0120392558260454,3.5475061056007857,31.992304085367802,1.663716375981405,89.61635599169331,104.0
B0005,65,0.655715365187611,4.149647381050076,25.88460354515966,2.0124936207625925,3.548799964681219,32.22983292223401,1.659013868748246,89.36305466681351,103.0
B0005,66,0.6567139920703355,4.150039264178849,25.75856752294632,2.0124865016953244,3.543675771751768,32.117439229043214,1.6538540573335014,89.08512057704357,102.0
B0005,67,0.6578761211416492,4.150686576958493,25.700204455539733,2.012293227239166,3.5433112663073816,31.988642290253942,1.642653782130131,88.48181591266643,101.0
B0005,68,0.6457040485766768,4.152066150364293,25.730910707210025,2.0124359768499382,3.5406827219778814,32.00594191810713,1.6378578430223698,88.22348186450749,100.0
B0005,69,0.6437629865305385,4.152646109108931,25.781728104396255,2.012556612764061,3.540276265629933,32.076286037846195,1.6327350407099108,87.94754127611388,99.0
B0005,70,0.6387883886044264,4.153452738070383,25.767880252645547,2.012368004729717,3.5383639655796335,32.11567491167543,1.6277528915533617,87.67917699307696,98.0
B0005,71,0.6353871035114632,4.154124463008836,25.75048037571735,2.01250017227431,3.5359053623100234,32.11075313600781,1.622125485521159,87.37605584239755,97.0
B0005,72,0.6350644337106435,4.154812738059186,25.733592655993043,2.0125025467695647,3.5370582528590306,32.06730702242606,1.6113256603765849,86.79432148624367,96.0
B0005,73,0.6307362170309244,4.155454032674636,25.74476922354527,2.0125471171905733,3.5343876238937155,32.09117097106051,1.6065631397488385,86.53778753000239,95.0
B0005,74,0.6241010181142531,4.156412485394206,25.686854981992497,2.012495736191541,3.531857109596,32.090986432507826,1.6015142233917594,86.26582682073706,94.0
B0005,75,0.6185083691699312,4.157479307920473,25.623039524668833,2.0122591536191647,3.5324795554291333,32.03179013362736,1.590369231400328,85.66549999565575,93.0
B0005,76,0.618005511605588,4.157952726805081,25.508204658334396,2.012788727308706,3.5296329566284235,32.001937895611775,1.5857889968242211,85.41878490754121,92.0
B0005,77,0.6117154454829876,4.159967401105228,25.850786102851192,2.012322293840228,3.5262954588349094,31.88942530805368,1.5849430707374117,85.3732189598637,91.0
B0005,78,0.6223902813838639,4.157191207344066,25.762408140773122,2.012408218968765,3.532885638969158,32.438925029736346,1.5955263892495937,85.94329115068511,90.0
B0005,79,0.6079909283830282,4.15974094630692,25.242818472076312,2.012039913699214,3.526819017501282,31.878176837436364,1.5747301747801037,84.82309964083234,89.0
B0005,80,0.6018990145734512,4.160856169595418,25.1492415484672,2.012643035948646,3.5232536728632087,31.601685825213973,1.5649019950937946,84.29370312695895,88.0
B0005,81,0.5993781342409501,4.161032689755278,25.490669676207713,2.0127163235281547,3.5220647312700244,31.740245897668697,1.5597659473370362,84.01704907053153,87.0
B0005,82,0.6025236434695588,4.160395244751108,26.074229156211604,2.0129792891800626,3.521769426618509,32.22384167838615,1.5594815668184234,84.00173086716404,86.0
B0005,83,0.6008177393079698,4.160767241783376,25.97518202482718,2.012834959711419,3.522760282160166,32.466357035212944,1.55468935359061,83.74359751414075,85.0
B0005,84,0.5947981326642247,4.161723427128889,25.811630384577345,2.012781340263635,3.5193911774689974,32.36082780187084,1.5488741079890418,83.43035835418966,84.0
B0005,85,0.5907697398203928,4.162880622121736,25.480278323779213,2.012461797170106,3.5180563387868187,32.13589239884342,1.538236598942558,82.85736718133293,83.0
B0005,86,0.5891165007861137,4.163601505249365,25.405813222369513,2.012408250869963,3.5153080694025904,31.87260199761489,1.527914258251028,82.30135260370757,82.0
B0005,87,0.5842076574019183,4.163643878323605,25.899629249870884,2.012934238767065,3.513886046002976,32.15929260122239,1.5285252629756445,82.33426447360578,81.0
B0005,88,0.582313655767138,4.16384174640434,26.059922810185412,2.0124628828514735,3.5172345271857894,32.47375515745856,1.522647325284378,82.01764839394089,80.0
B0005,89,0.5994194770260108,4.1624781490727285,26.00455189049347,2.0125150447467623,3.51636460217966,32.52302018924377,1.5174859938489869,81.73963242800902,79.0
B0005,90,0.5994194770260108,4.1624781490727285,26.00455189049347,2.01277398406004,3.530675922547557,32.39041028390132,1.605818899130659,86.49769888680268,78.0
B0005,91,0.6131657302801384,4.158535452160726,26.553777011332965,2.0128409703915313,3.5271617033789404,32.884732039135066,1.5638491446744425,84.23699116610504,77.0
B0005,92,0.6022548586378655,4.160359720683598,26.356522276367674,2.0125158298123935,3.5234875150526763,32.86890619084729,1.5480915247767786,83.38820438085877,76.0
B0005,93,0.5986321914746908,4.161645141770866,26.125629252960003,2.0124661663345353,3.5227657601362403,32.651012943284606,1.5323755631868592,82.5416615272049,75.0
B0005,94,0.5903877051723767,4.162743336202851,25.967166816153586,2.0124226352302506,3.5167178932572494,32.49379172807429,1.5269528268489705,82.24956494324319,74.0
B0005,95,0.5885201252319963,4.163436870703117,25.945510717423648,2.0124310973035904,3.516274897480875,32.39724932792578,1.5169573017136326,81.7111543392579,73.0
B0005,96,0.5823318876708139,4.1641250522771385,26.00317440044566,2.0126098653206324,3.5140402596928833,32.4680371989861,1.511897596014269,81.43861246029738,72.0
B0005,97,0.5820378850337259,4.164460741443179,26.007647466418053,2.0128081724370412,3.5129673461013,32.498023772255245,1.5065638960681105,81.15131183620761,71.0
B0005,98,0.5780192328498314,4.165024265103779,25.9998983713948,2.0125375414920077,3.51083957407366,32.53070629547102,1.5015453526671363,80.88098717121404,70.0
B0005,99,0.5731683479208903,4.1658545222903625,26.009843384657817,2.012660318678924,3.511932721905601,32.50756236757364,1.4908444050400238,80.30457886878685,69.0
B0005,100,0.57139662675295,4.166209979693842,26.036305811662686,2.0125651361878227,3.5107794369212866,32.5572939862102,1.485868384561201,80.0365447079828,68.0
B0005,101,0.569220868969073,4.16663611312834,26.029541508683437,2.0123494220833447,3.508979028342575,32.56686690356961,1.480413677976106,79.74272604140162,67.0
B0005,102,0.5632166379341041,4.167403953875614,25.974207070791966,2.01273518783308,3.507645444602304,32.565741682993846,1.4752095869031632,79.46240682056633,66.0
B0005,103,0.5653224738012833,4.168727046823267,26.34381085345943,2.0127770698296628,3.504977378063947,32.63677955482194,1.4859035988304024,80.0384415303801,65.0
B0005,104,0.5715812120101618,4.165568134439304,26.664801824535274,2.0127580044782922,3.514645529516129,33.25281367230557,1.4960918298136696,80.58723226653156,64.0
B0005,105,0.5714621273068566,4.166283385181977,26.49700326886656,2.012812819436133,3.5085572759376626,33.11409114312579,1.4808005946928984,79.76356737393388,63.0
B0005,106,0.6198621267185142,4.163275459502234,26.481171612940386,2.0126712688686084,3.5072267631624614,32.96900078923528,1.4697543268466824,79.16855834115802,62.0
B0005,107,0.5617386507865679,4.168028912906155,26.135181915671062,2.012458380844271,3.501591952464586,32.744188356053726,1.4539012274845928,78.31462853887025,61.0
B0005,108,0.5601229315038821,4.1684674165477675,26.323283017440676,2.013069976276326,3.502780681409565,32.75445176121382,1.454146206723569,78.32782438583529,60.0
B0005,109,0.5646607892545288,4.167957499729995,26.627445465805746,2.0130763164045415,3.501522084962682,33.05541893854867,1.455023751906683,78.37509350133122,59.0
B0005,110,0.5557169442044404,4.168839533431439,26.49891598904912,2.0125836997100617,3.5008642385025093,33.19213988218562,1.449042163761236,78.05289427291895,58.0
B0005,111,0.5500668001606831,4.1700399917896505,26.14217937068055,2.0126468018540007,3.500074720993312,32.926869520547214,1.4386709371480566,77.49424644709049,57.0
B0005,112,0.5521207021840844,4.169959757167862,26.312260682133378,2.0131061896649296,3.497917715436115,32.78216407259394,1.433445432156979,77.2127737620359,56.0
B0005,113,0.5486640949899386,4.1701395107431,26.58321872370257,2.012982732508472,3.4965044953229256,33.05636510311532,1.4333958900838095,77.21010517012334,55.0
B0005,114,0.5462214126116273,4.170375933165896,26.653843266483573,2.0128293898776337,3.4982454333644517,33.296327304717394,1.42806487344776,76.92294908297355,54.0
B0005,115,0.5439631239158378,4.170956641216891,26.437927208143364,2.0126524698622026,3.496456702218294,33.167134488487974,1.4229203181741186,76.64583676775118,53.0
B0005,116,0.5398196300751921,4.171715974971001,26.159054870408404,2.0123955474530075,3.493161473067914,32.984550852420064,1.417429032731308,76.35004777498813,52.0
B0005,117,0.5372030564551206,4.172139797233449,26.24494991652554,2.0127040411307284,3.4903937131989675,32.82057480011873,1.412409228794446,76.07965521102183,51.0
B0005,118,0.5410177402419932,4.171624420174057,26.615591983059986,2.0129012444747363,3.4900513198032135,33.080854169316474,1.412578792940193,76.08878881159707,50.0
B0005,119,0.5373809055687744,4.171888537309532,26.865349271192823,2.013050790289995,3.4936108914988955,33.41659471567916,1.4075983731469897,75.82051768100096,49.0
B0005,120,0.5491578906108815,4.170601725135515,26.69899192100648,2.012988864018108,3.496793467162197,33.29189896528116,1.4333920485221476,77.20989824377314,48.0
B0005,121,0.5489960860860638,4.169715952912877,26.760322596095982,2.012640808244782,3.5018229756758634,33.47142586506688,1.4382550176792908,77.47184287655713,47.0
B0005,122,0.5398573676451052,4.171427045870657,26.319507493025185,2.012667780967791,3.496659459346783,33.14054362978897,1.4173547174485526,76.34604477007024,46.0
B0005,123,0.5352308832363967,4.172402298405983,26.10081957014121,2.0124599967132286,3.492727857689736,32.838652905441236,1.406981663677643,75.7872985240904,45.0
B0005,124,0.5339118287811094,4.172804383693422,26.06577109145448,2.012512112436685,3.48950537721977,32.76459130735134,1.4012037783587623,75.4760717819057,44.0
B0005,125,0.530514064988265,4.173321611827898,26.02441929004699,2.0126494223658913,3.487425287858074,32.76086185209376,1.3967008232726328,75.23351936621819,43.0
B0005,126,0.5352061476688055,4.173215695387714,26.04644858664361,2.0125672974798636,3.4859655607018816,32.74141108436505,1.391284788852726,74.9417837821699,42.0
B0005,127,0.5312622188246802,4.173725298448171,25.937990450817722,2.01247840534192,3.483878029651154,32.711759853520526,1.3862287677978349,74.66944037718939,41.0
B0005,128,0.5269368470330031,4.174392371658281,25.813954331683192,2.012440825982662,3.4820747852430367,32.60716141038384,1.3804366761974138,74.357448411315,40.0
B0005,129,0.5373423708420431,4.173929595541548,25.852179131280078,2.01244836559252,3.4817907745572634,32.55617042685639,1.3752364150256224,74.07733548873459,39.0
B0005,130,0.51872835829504,4.175237549871584,25.829175908852882,2.0125247244568385,3.478686412004026,32.58592348008696,1.3705128024895008,73.82289732324249,38.0
B0005,131,0.5194343436672527,4.1753777254059985,25.800163641746735,2.0124821027716964,3.477370880768085,32.63028163536931,1.37050855662704,73.82266861916331,37.0
B0005,132,0.5167125260605796,4.175784748716186,25.728481580423633,2.0123443541261046,3.476347864324556,32.56475767254035,1.3647355108681518,73.51170256067292,36.0
B0005,133,0.5100249530677736,4.177233891224212,26.278155702050366,2.0122920082329636,3.482636552693905,33.08669392803782,1.375392016895762,74.08571700903983,35.0
B0005,134,0.5324355265251256,4.172137022267578,26.562315818493538,2.0124739048506752,3.4897144091448475,33.24626256966612,1.3861115151535393,74.6631245442362,34.0
B0005,135,0.521081801411564,4.175092315300139,26.163546545202937,2.0124240682904375,3.48449412075913,33.06996682256036,1.369850003583894,73.78719555127385,33.0
B0005,136,0.5157682284652675,4.175705270100349,25.899274826712503,2.012401164484939,3.4776680623166545,32.90400359467697,1.3647827949260758,73.5142495242232,32.0
B0005,137,0.5160879399777404,4.176125272358595,25.966254331670015,2.0123570137798144,3.4773193309560164,32.63349290453175,1.3543220466259964,72.95077959801873,31.0
B0005,138,0.5168132297934582,4.175899565234563,26.31496559064733,2.0124227116534534,3.4776031853967715,32.99204452045795,1.3546417018378962,72.96799787853683,30.0
B0005,139,0.5147187057107312,4.176028322700773,26.252134964674784,2.01241264872192,3.4763666112329936,33.191854308259735,1.354703921319241,72.97134934112404,29.0
B0005,140,0.510402972950038,4.176767873130062,25.940507540736647,2.0123327159058726,3.473894856971782,32.97196747799897,1.349314997503458,72.68107407422197,28.0
B0005,141,0.5047022106379812,4.177549041511508,25.6536008550392,2.012411623832033,3.4699290605079707,32.70205222121075,1.3441891937970554,72.40497181525038,27.0
B0005,142,0.5037613519499569,4.177810278601688,25.736725936758756,2.0125936361095773,3.4679683287832574,32.57571619478577,1.3389913790695755,72.12499067079483,26.0
B0005,143,0.5054988402529335,4.177487477377923,26.061068456126485,2.0126989502266475,3.4694733811312943,32.87395645596586,1.3389145230206971,72.12085080709221,25.0
B0005,144,0.5154915465902644,4.1772123626602555,25.897884334178812,2.012407089076797,3.4705301382887424,32.90980775977493,1.3340066759761655,71.85648881952922,24.0
B0005,145,0.5012925812871102,4.178555500150018,25.550779540609945,2.01224829599725,3.46647664695645,32.671274431848566,1.3286444309174914,71.56765060826297,23.0
B0005,146,0.49636345544375193,4.179169953022369,25.33678638905208,2.0123955817775254,3.4641474382607913,32.43908119173594,1.323170899227622,71.2728179243196,22.0
B0005,147,0.4962112010309078,4.179302552037586,25.547059999667223,2.012523277402795,3.46396498119019,32.3741605241612,1.3181691588445197,71.00339835664495,21.0
B0005,148,0.5021227442063506,4.178755792559318,25.782673445954334,2.0128061808354416,3.4659946788334564,32.72454722010614,1.3184664436640334,71.01941165230105,20.0
B0005,149,0.4985516914361348,4.179062120972545,25.763609838742084,2.0126467607704646,3.463599428282856,32.7040959976501,1.318293040102702,71.01007124097441,19.0
B0005,150,0.4748835997057427,4.183186925127846,25.567227648298424,2.0127489747169087,3.4613407337866287,32.31620979279264,1.323872422244268,71.3106055768929,18.0
B0005,151,0.5064896389502169,4.1768309326968325,25.938961354826233,2.0126400641100006,3.4770229184444554,32.80945472129489,1.3601216766554785,73.26317762261327,17.0
B0005,152,0.5090885199796007,4.177404206969991,25.84909899477348,2.0127150962533173,3.4728114607175495,32.79138459025489,1.3395306867947354,72.15404057003532,16.0
B0005,153,0.5051320758893565,4.178113888089408,25.66813431651005,2.012566806408418,3.4703795099009582,32.62626038859919,1.3290286565120697,71.58834698305495,15.0
B0005,154,0.5046430960686558,4.1784752223500785,25.60278220024737,2.012453409700199,3.4680525705780463,32.56089817770643,1.3236741274998955,71.29992439790139,14.0
B0005,155,0.5018523709385576,4.178934319176182,25.543891052588677,2.0124558150031158,3.465297319950298,32.50968154021569,1.318633896753293,71.02843154047167,13.0
B0005,156,0.49666831602845946,4.17939943825971,25.523616162377234,2.0125989240326314,3.464480792609847,32.48474523783971,1.3134751321324272,70.75055383642602,12.0
B0005,157,0.49785108710288867,4.179399823485584,25.531697886093845,2.012487425107964,3.462359740925507,32.50737965988563,1.3132020634442203,70.73584494666221,11.0
B0005,158,0.4956644486905858,4.179793227225908,25.448397436804797,2.0125499365058905,3.4613573545685377,32.45495347094155,1.3077959946944353,70.44464616507271,10.0
B0005,159,0.4982838549556001,4.179748420403198,25.524212290613832,2.0127203791562467,3.461185822083135,32.43989515119898,1.3030329186405918,70.18808229071345,9.0
B0005,160,0.4951600758965579,4.179875702906954,25.558529189610475,2.0126556973038143,3.4594816556013472,32.511667144955126,1.3033573559038203,70.20555815721221,8.0
B0005,161,0.49277700937134905,4.180077354608679,25.580430675526955,2.012536996828765,3.4575285794093715,32.57097716110048,1.3034100438655642,70.20839620292979,7.0
B0005,162,0.48818146018290415,4.180518208210907,25.54954804412258,2.0125079655904994,3.458696939812622,32.598857133195345,1.2978870806495706,69.91090088170861,6.0
B0005,163,0.48659987240565966,4.180690804386618,25.476507003000993,2.012715733661532,3.455527141225805,32.53693513233897,1.2980735056918902,69.92094269724849,5.0
B0005,164,0.4885770599678318,4.180789864635131,25.543359170006692,2.0130210947331415,3.4568211311669836,32.528330986032486,1.293463613844243,69.67263011532884,4.0
B0005,165,0.48384088402563596,4.181119444725599,25.5841385741593,2.012793019531515,3.4574028262013905,32.575951855082444,1.288003392619118,69.37851440175623,3.0
B0005,166,0.49644369336818234,4.180452833362433,25.66875028003638,2.0129070496549324,3.456068353164824,32.62422314794654,1.2874525221379407,69.34884167276276,2.0
B0005,167,0.4913194665073317,4.181062882369673,25.434176830935368,2.0128824177893265,3.466683897614263,33.0269463791407,1.3090153642307354,70.5103277055252,1.0
B0005,168,0.0013322405748041998,2.8846037057332743,23.380012214093995,2.01317078790203,3.473016237274872,33.24330710896107,1.3250793286429356,71.37561578838874,0.0
B0006,1,1.0376378303950828,4.0380846726741595,27.157056164278927,2.010939166720232,3.550557700230974,32.22344921838915,2.035337591005598,100.0,167.0
B0006,2,1.0300277467895032,4.038022166732566,27.282835261802646,2.010777622183323,3.555128985381362,32.37193753249334,2.025140246031412,99.49898508143076,166.0
B0006,3,1.0220141792818014,4.0418022874926685,27.193249540248754,2.0105573985373093,3.560418729464078,32.32227711900997,2.013326371345464,98.91854698908898,165.0
B0006,4,1.000154267166764,4.046446431755399,27.047800104483535,2.010316534717545,3.5624445966525484,32.225218189005744,2.0132846655407413,98.91649790372313,164.0
B0006,5,0.984853698387894,4.049034392804759,27.00010811168771,2.010245348137195,3.5575729793451654,32.144290396089524,2.000528337624771,98.28975529491258,163.0
B0006,6,0.9809750302023126,4.051302543806063,27.08175007635031,2.01069655508485,3.5671299897017263,32.114146768596605,2.0138990759931645,98.9466850557287,162.0
B0006,7,1.0435501499320203,4.040959901673129,27.353555899834824,2.0106670872583003,3.5646876648263737,32.191153572455846,2.013101105626967,98.907479256665,161.0
B0006,8,1.0550268718337428,4.040526917513282,27.325883269835174,2.0101511348828596,3.561710788073056,32.19149362154569,1.96878982627284,96.73038197560736,160.0
B0006,9,1.0424985304656078,4.043604185744482,27.22822825350957,2.0103242063472035,3.5628261239225836,32.11513211878008,1.9681661764334244,96.69974087497759,159.0
B0006,10,1.0350324179942856,4.045989921522594,27.200721144170558,2.0103214336142665,3.5568627104877786,32.07480152655763,1.9572307917560536,96.16246466459876,158.0
B0006,11,1.049648714983635,4.044218291033711,27.183831282662794,2.0103792034166204,3.560125425779693,31.953965675867977,1.9455991514129352,95.59098009149795,157.0
B0006,12,1.0063041494381868,4.052901736642443,27.338419543185584,2.0102596852302175,3.562117328930858,32.201537697709036,1.934750504484113,95.05796547137972,156.0
B0006,13,0.9627785705311935,4.059976553389997,27.120052848261167,2.0103434741126884,3.56260911277401,32.189385683297935,1.9232799539368028,94.49439554578115,155.0
